category,subtype,value,co2e
energy,natural_gas,339.90142051266247,155.713
food,beef,1.4578659936994958,39.3614
food,vegetarian,1.4498998806493812,3.082
food,other,2.805769438708962,8.549
food,beef,1.4634173805071122,39.5079
travel,flight-short,324.20887236039783,83.725
consumption,other,9610.996333583147,190.293
consumption,clothing,148.1142469545377,3.436
transport,car-gasoline,0.9918293031011954,0.1968
energy,electricity-grid,0.979195687673182,0.6861
energy,coal,663.8600703195389,700.011
consumption,clothing,9453.919198058333,142.043
energy,electricity-grid,685.7099481025597,481.496
travel,motorcycle,111.81585947596696,12.741
travel,motorcycle,366.8233981852252,39.208
transport,car-gasoline,1.2482847012420717,0.2254
energy,coal,8.956440340705676,9.196
consumption,services,586.2879894181985,4.862
energy,renewable,579.2613278675569,13.694
travel,car-gasoline,369.04530879732056,70.6
food,red-meat,1.7200955607043749,46.248
consumption,clothing,1.181969891226413,-0.001
energy,coal,394.2418847571647,416.123
consumption,services,6144.27059561598,61.797
transport,car-gasoline,0.968882364225033,0.16
energy,electricity-grid,178.14922667071548,127.962
food,fish,1.3345372792730934,7.255
food,vegan,2.915564314264551,3.757
consumption,electronics,6777.6107965844985,472.962
food,red-meat,2.150839576285319,58.744
food,red-meat,1.1258968239271387,30.058
consumption,services,1723.0038046527334,17.31
transport,train,1.4178664942701626,0.052
travel,motorcycle,319.49702632783186,36.212
energy,natural_gas,740.8241585362505,333.759
energy,coal,441.09862071312176,464.332
consumption,clothing,2084.8181699933184,30.887
energy,electricity-grid,492.5624348930182,347.464
consumption,services,131.82015731947067,0.762
energy,coal,821.1600362818417,861.705
food,white-meat,2.1593359017348464,14.999
food,fish,1.6584775220116157,7.872
consumption,clothing,7089.175177742369,108.907
energy,electricity-grid,161.47297900593213,113.236
energy,natural_gas,536.0182610647929,242.768
food,red-meat,2.0984370013569387,56.701
travel,bus,455.0616287833416,47.977
food,other,2.5522980340325008,7.533
travel,train,471.4839317084325,20.142
food,fish,2.625429863012619,13.193
food,beef,1.4117590472541286,38.1128
consumption,electronics,7264.705388031626,508.564
energy,renewable,650.5369792792077,15.109
travel,flight-long,431.8955521658655,63.957
consumption,clothing,6737.538877983051,100.701
energy,coal,143.67149016839448,151.091
food,vegetarian,2.954763305717357,6.28
transport,car-gasoline,0.9923358009673432,0.1853
consumption,clothing,1.7597535043871786,0.0269
food,vegan,1.3079856246434436,1.735
food,beef,0.5049200741438336,13.629
food,red-meat,2.575507210864405,68.921
travel,bicycle,450.7864491446337,-0.614
energy,natural_gas,476.21213019294777,216.557
energy,electricity-grid,769.6731368421352,544.752
food,vegan,2.919924491924889,4.69
travel,motorcycle,476.49550120291593,52.368
consumption,electronics,5678.166579728647,398.414
energy,electricity-grid,0.8719688306911485,0.6223
consumption,clothing,1.3518517186357255,0.0168
consumption,electronics,4356.868512616926,303.301
food,other,1.6069123921547364,4.974
food,white-meat,2.4069976321895137,17.64
consumption,home-goods,3582.200658331618,107.679
consumption,electronics,7642.453007442266,534.512
travel,walking,305.20587481679405,-0.427
energy,renewable,896.6780838105411,17.277
food,beef,0.7311273455306048,19.754
transport,train,0.6266245944508027,0.0297
transport,car-gasoline,0.4900777538908493,0.0896
travel,walking,200.2586419888448,0.192
energy,renewable,484.3187373207866,7.68
food,fish,2.3808379449447123,11.55
food,white-meat,2.9648066474250445,20.785
transport,car-gasoline,0.7928778938679535,0.1573
food,other,0.6400057723475003,2.054
energy,natural_gas,168.6467810503826,76.106
travel,car-gasoline,56.64459394831693,10.004
food,red-meat,2.837055101109504,77.631
transport,car-gasoline,0.7492662716434091,0.1326
travel,bicycle,289.61507158619816,0.602
food,vegan,2.054841834391773,3.618
travel,bus,21.74485666614565,2.353
consumption,clothing,0.9796799526267542,0.0093
energy,electricity-grid,600.1715436555274,426.807
food,other,0.7173489017306354,1.834
food,fish,2.875698059028517,13.506
energy,electricity-grid,276.26103057371034,193.481
travel,walking,197.3304754352322,0.258
consumption,other,9433.33566584432,188.277
energy,electricity-grid,972.4889286378744,687.611
consumption,other,5097.013674315193,102.598
consumption,clothing,7562.038394834174,113.549
food,white-meat,0.5398006681569965,3.943
consumption,electronics,787.382055538863,51.901
food,vegan,1.2289703204028932,2.084
energy,natural_gas,316.7852102354236,142.258
transport,car-gasoline,0.7240849821083579,0.1253
travel,car-gasoline,320.45895746825227,61.017
food,red-meat,1.8917731413821344,50.441
energy,natural_gas,490.91811066632766,218.39
energy,coal,894.0395771593205,935.407
transport,car-gasoline,1.0590552401547666,0.1937
consumption,services,6488.348154275795,64.462
energy,electricity-grid,0.8556322708026863,0.6204
consumption,other,2559.390503638283,51.979
travel,car-gasoline,318.08637918410176,61.03
energy,renewable,979.172403545515,19.622
consumption,other,3246.346733996441,63.627
food,red-meat,1.6863608753963906,45.545
energy,coal,117.80661198986608,124.336
transport,train,1.5502207653452829,0.0579
travel,bicycle,103.28716341249466,0.297
energy,renewable,93.26816758326714,1.431
energy,electricity-grid,0.9840196809586166,0.6707
food,fish,0.9404860154106188,3.983
consumption,services,8091.274059528319,80.801
food,vegetarian,1.4120452407696422,2.688
consumption,home-goods,6750.245216346861,202.625
consumption,services,6489.319331907306,64.963
transport,train,0.4384426594399383,0.0225
energy,coal,649.9064507502048,684.141
energy,renewable,619.3725731338895,11.679
travel,flight-long,380.74295382420064,57.419
food,vegan,2.479902536166789,3.587
travel,bus,290.8850945781361,30.67
energy,natural_gas,615.8053590410146,280.473
consumption,electronics,2831.9639867061583,197.329
consumption,services,8893.026727278837,89.815
consumption,electronics,705.1295368611138,50.618
energy,coal,627.7016061555873,662.41
food,vegan,0.5448946593753774,0.827
travel,bus,155.04067294322442,15.976
travel,motorcycle,156.86220184087128,17.939
energy,electricity-grid,823.9436284033238,583.039
consumption,clothing,0.4859514005741508,-0.0044
food,beef,0.6401289270867986,17.2778
travel,car-gasoline,412.43250940152006,78.494
consumption,clothing,6786.9656209135255,102.017
energy,coal,796.211395024856,834.467
food,fish,2.920055430114347,14.227
consumption,clothing,4436.508371390033,66.144
consumption,services,2427.916548168981,23.891
energy,electricity-grid,873.6607299809694,618.714
food,vegetarian,1.2117194038606791,2.478
travel,car-electric,238.9448906905908,12.045
energy,natural_gas,540.7591073547381,243.698
energy,electricity-grid,861.1842542038086,611.122
travel,car-gasoline,317.54132100598054,60.926
travel,flight-short,495.1905292171876,126.486
food,vegetarian,0.7558304488351579,1.854
energy,natural_gas,386.664884716184,173.821
travel,flight-long,57.62328709905395,8.676
food,red-meat,0.5403116159305372,13.853
food,vegan,0.5117810638056028,0.671
travel,bicycle,9.954893605677425,0.179
travel,car-gasoline,88.43566428080784,16.776
consumption,other,2524.9954995972635,52.369
food,white-meat,2.992019281697135,20.546
energy,renewable,200.146143981712,2.56
consumption,electronics,4833.104862019341,336.817
energy,renewable,532.0405805340445,11.092
travel,train,290.53053787372966,12.51
food,red-meat,1.5487842733437924,41.784
consumption,other,1089.5062088685654,20.022
energy,natural_gas,888.2300707451018,402.545
consumption,clothing,0.4880074905496817,0.0051
energy,electricity-grid,300.6385513082655,212.756
energy,coal,84.87860088327997,90.365
travel,flight-short,253.2221038373145,64.521
energy,renewable,164.20339164002178,0.399
transport,car-gasoline,1.0954400293064404,0.1996
food,vegetarian,2.784318735016148,5.309
energy,natural_gas,886.2955903572158,396.603
food,vegan,0.8062035421257431,1.729
transport,car-gasoline,1.4473992721686733,0.2795
consumption,home-goods,9306.994212474025,278.579
energy,coal,759.5332144115552,792.435
food,vegetarian,2.321592555792248,4.431
energy,coal,40.88261003118747,42.407
food,other,2.8806600363334307,9.75
food,other,1.5333561496779806,3.503
travel,motorcycle,417.9046379547815,46.769
consumption,home-goods,7494.209900335527,226.319
travel,walking,127.8614604905991,-0.084
consumption,home-goods,4665.458953217033,140.932
consumption,electronics,2661.7203244289435,185.583
consumption,clothing,0.8794314043020328,0.0089
consumption,services,1495.898740549429,14.578
food,vegetarian,2.665057976701562,6.214
energy,electricity-grid,1.1450064901127068,0.8219
energy,natural_gas,800.4061413358955,361.945
food,beef,0.8687361260081231,23.451
energy,electricity-grid,1.5697801979629094,1.1091
consumption,other,4456.995275517537,89.117
energy,renewable,357.6254470391952,3.528
travel,train,63.20667792043015,2.344
travel,car-electric,208.90288981150115,10.835
consumption,clothing,0.7871482490408982,0.0211
food,red-meat,1.1706258973057768,32.122
transport,train,1.000188813915634,0.0391
travel,car-electric,31.115689911291334,1.23
transport,train,1.122209586490648,0.0438
travel,bus,474.2782001741162,49.527
travel,bicycle,159.7376652554416,-0.167
energy,electricity-grid,1.0050767056450831,0.723
consumption,services,8264.806291450559,81.646
food,vegan,1.5484695787992149,2.578
travel,train,199.39960458343435,8.492
food,white-meat,1.1587678838021422,7.483
energy,renewable,392.8255756401066,9.977
travel,flight-short,266.70811508715366,68.594
energy,natural_gas,66.21148080889743,27.69
food,vegetarian,2.999353180645232,6.178
travel,car-gasoline,288.8750384285532,54.761
energy,renewable,266.6625221814867,3.395
food,white-meat,2.7040883729385268,19.43
energy,coal,986.576551000296,1034.385
consumption,services,3069.925742537209,30.379
energy,natural_gas,961.5891814054288,432.458
consumption,clothing,1.9354603762218243,0.0359
energy,electricity-grid,1.140348213837086,0.7951
food,red-meat,2.769040965563068,74.274
travel,motorcycle,275.2584058157433,30.06
food,beef,0.9183038041339312,24.8014
consumption,home-goods,4923.789202439889,146.061
consumption,home-goods,1645.0749431799102,51.097
energy,electricity-grid,1.360797381100055,0.9558
food,white-meat,0.7548813739506937,5.351
food,other,2.9801869114783908,8.202
consumption,clothing,7093.227929369332,105.809
consumption,other,5911.87736140258,116.52
energy,coal,546.9298846643511,576.882
energy,renewable,7.428776285298916,1.633
travel,motorcycle,47.37164304531557,5.618
food,beef,0.4067006728408501,10.9844
travel,flight-short,497.3296721384389,126.757
travel,car-electric,325.73350523181495,16.097
food,vegetarian,2.477124194082948,5.042
food,fish,1.838533338778669,9.666
consumption,home-goods,8941.804058450283,268.779
energy,electricity-grid,1.161308910964348,0.8273
energy,natural_gas,220.41529366597445,104.483
consumption,home-goods,4136.468985836104,125.245
consumption,clothing,9821.29887153027,146.748
energy,coal,476.000239517501,498.949
travel,car-gasoline,87.47386571535205,16.456
consumption,electronics,5326.119095101569,369.989
energy,coal,13.894320753010984,15.31
food,red-meat,1.9280322943787929,51.713
food,red-meat,0.8140390328905898,22.329
consumption,home-goods,8391.461314904183,250.573
transport,train,1.3436005731882732,0.0556
transport,train,0.7358121920166816,0.0325
consumption,electronics,7010.61164654375,490.146
consumption,other,4169.982763432403,83.674
energy,renewable,597.5581506843116,10.572
energy,coal,742.788302007581,778.942
energy,coal,773.6076667344674,812.738
food,other,2.027398748580637,6.617
consumption,services,5072.3055194771405,51.463
consumption,clothing,1.2559838762646132,0.0088
food,red-meat,0.5969986368222187,16.4
travel,walking,311.05090412951125,0.248
travel,flight-short,104.34036417010904,26.945
consumption,clothing,1.0350813990897323,0.0199
consumption,clothing,9706.997523106758,143.662
transport,train,0.8528991985941121,0.0426
consumption,clothing,0.85598329046702,0.0222
food,other,1.2274984739116577,2.266
energy,electricity-grid,1.0286152649802414,0.739
travel,flight-long,108.5494045268746,15.985
consumption,services,3463.0039911809363,36.556
travel,flight-long,380.9938052270186,57.351
energy,electricity-grid,260.12901234245305,181.288
consumption,other,6020.144050932324,121.568
travel,flight-long,232.1835329831256,34.744
energy,renewable,259.45223646821887,7.465
transport,train,0.958593457974854,0.0265
consumption,home-goods,1123.1649727274691,32.359
transport,train,0.22377936611854,0.0064
travel,flight-short,409.521030829421,103.987
travel,car-electric,455.4013777666117,23.652
travel,bicycle,214.9223084722304,-0.01
consumption,electronics,150.23293683265297,7.94
energy,natural_gas,481.0793808954318,217.309
travel,car-gasoline,368.3873446655456,69.828
consumption,services,559.5031744437742,5.632
consumption,other,1391.238392773797,26.97
consumption,clothing,0.7834164365585412,0.016
energy,natural_gas,907.1349184546068,411.472
energy,coal,427.4678330954793,449.528
energy,natural_gas,296.6360974071795,135.328
travel,walking,448.4604306302211,0.043
energy,renewable,636.737907251841,13.799
food,beef,1.1657100870054409,31.4767
energy,electricity-grid,569.9277612600573,401.032
transport,car-gasoline,1.3209469731583523,0.2699
consumption,other,9663.47134710364,192.77
food,vegan,1.3479113313125843,1.963
energy,natural_gas,502.96318411300274,226.44
energy,coal,551.0200639068229,579.636
food,beef,1.2038664836000093,32.5142
food,vegetarian,1.9266614474519723,2.862
consumption,clothing,6770.783399331343,101.675
consumption,clothing,0.204412372901663,0.0034
transport,train,0.545975061793085,0.0171
travel,bicycle,484.3001285182462,1.055
consumption,other,3819.926548809424,77.374
consumption,services,2336.769115835734,22.751
energy,electricity-grid,0.5583626755317816,0.3785
transport,car-gasoline,2.0074856397177854,0.4032
energy,coal,981.1367899600676,1034.634
consumption,home-goods,2881.8721323737623,86.61
transport,train,1.303011655683446,0.0633
energy,electricity-grid,381.509472262038,269.609
transport,car-gasoline,1.558804221994609,0.3026
energy,renewable,249.57020799291192,1.819
food,fish,1.163212722715131,4.993
consumption,other,4557.3311032581405,92.989
food,vegetarian,2.439662663006967,5.258
food,white-meat,1.9703592668239955,14.433
consumption,services,543.7650460480786,5.494
food,fish,2.8977807299907345,13.622
energy,natural_gas,401.74682152230577,180.525
travel,car-electric,137.99558674606257,8.19
travel,train,193.7752633651565,7.025
travel,walking,330.7492390313261,0.28
food,fish,1.148038334429966,5.735
food,vegan,1.3355383431502863,2.39
consumption,clothing,0.9642660306174348,0.0112
consumption,clothing,0.6098665289239111,0.0104
food,vegan,1.2349034410257458,2.111
travel,bicycle,113.44106605855158,-0.103
energy,renewable,826.2386198637372,17.206
food,vegan,2.0066749023612624,3.452
travel,walking,354.20971351765456,-1.142
